ALLOW_EMPTY,CHANNEL,COMMAND_SCOPE,DATA_FORMAT,DATA_TYPE,DESCRIPTION,ENCRYPTED,PARAM_INVALID_ERROR_CODE,PARAM_MISSING_ERROR_CODE,PARA_CODE,PARA_ID,PARA_ORDER_ID,PARENT_PARA_ID,REQUIRED,REQUIRED_IF,SINCE_VERSION                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       <endrec>
"true","SchemaAPI","UpdateOrgAdv","","String","","false","","","Remark","100082914","2","100082888","false","",""<endrec>
"true","SchemaAPI","CreateTopOrg","","String","","false","","","[KYC][Address Details][Postal Address]","100083071","17","69908","false","",""<endrec>
"true","SchemaAPI","CreateTopOrg","","String","","false","","","[KYC][Address Details][Physical Address]","100083072","18","69908","false","",""<endrec>
"true","SchemaAPI","CreateTopOrg","","String","","false","","","[KYC][Address Details][City/Town]","100083073","19","69908","false","",""<endrec>
"false","SchemaAPI","CreateTopOrg","","String","","false","","","[KYC][Address Details][Office Phone Number]","100083074","20","69908","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","id_document","100083171","2","80429","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","type","100083172","0","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","data","100083173","1","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","issue_date","100083174","2","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","issue_place","100083175","3","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","issue_country","100083176","4","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","iso_code","100083177","0","100083176","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","country_code","100083178","0","100083177","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","expiration_date","100083179","5","100083171","false","",""<endrec>
"true","IMTAPI","ReceiveMoneyReply","","String","","false","","","id_expires","100083180","6","100083171","false","",""<endrec>
"false","API","InitTrans_PayUtilRev","","String","","false","","","Request","100083255","0","-1","true","",""<endrec>
