CONVERTOR_ID,DATA_FORMAT,DATA_TYPE,GETTING_STRING,GETTING_TYPE,PARA_ID,SOURCE_PARA_CODE,VALUE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"","","String","","SOURCE_GETTING","100084752","[KYC][Nominated Group Contact Details][First Name]",""<endrec>
"","","String","","SOURCE_GETTING","100084753","[KYC][Nominated Group Contact Details][Last Name]",""<endrec>
"","","String","","SOURCE_GETTING","100084754","[KYC][Nominated Group Contact Details][Middle Name]",""<endrec>
"","","String","","SOURCE_GETTING","100084755","[KYC][ID Details][ID Type]",""<endrec>
"","","String","","SOURCE_GETTING","100084756","[KYC][ID Details][ID Number]",""<endrec>
"","","String","","VALUE_GETTING","100084757","","0"<endrec>
"","","String","","SOURCE_GETTING","100084758","[KYC][Nominated Group Contact Details][Date of Birth]",""<endrec>
"","","String","","SOURCE_GETTING","100084759","CustomerTier",""<endrec>
"","","String","","SOURCE_GETTING","100084760","[KYC][Contact Details][Notification Receiving E-mail]",""<endrec>
"","","String","","VALUE_GETTING","100084761","","[KYC][Address Details][Address Line 1]"<endrec>
"","","String","","SOURCE_GETTING","100084762","[KYC][Address Details][Address Line 2]",""<endrec>
"","","String","","SOURCE_GETTING","100084763","[KYC][Address Details][City]",""<endrec>
"","","String","","SOURCE_GETTING","100084764","NumberOfGroupMembers",""<endrec>
"","","String","","SOURCE_GETTING","100084765","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100084766","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100084767","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100084768","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100084769","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100084971","MessageID",""<endrec>
"","","String","","SOURCE_GETTING","100084972","MessageDateTime",""<endrec>
"","","String","","VALUE_GETTING","100084973","","$REF.REQ.TARGET:Parameters.@KVLIST@Parameter.GroupID"<endrec>
"","","String","","SOURCE_GETTING","100085079","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085080","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085083","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100085084","FIAccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","100085085","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085086","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085087","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085092","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085093","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085094","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100085095","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","100085096","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085097","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085100","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085101","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085102","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100085103","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","100085379","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085380","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085383","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100085384","AccountNumber",""<endrec>
"","","String","","SOURCE_GETTING","100085385","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085406","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085407","CustomerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085446","GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100085448","ConsumerOrgShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100085449","FSILinkType",""<endrec>
"","","String","","SOURCE_GETTING","100086708","Result.ResultParameters.BOCompletedTime",""<endrec>
"","","","<getting source=""Result.ResultParameters.AccountBalanceList.AccountBalance"" datatype=""List""><item name=""AccountHolderID"" source=""AccountHolderID""/><item name=""AccountHolderPublicName"" source=""AccountHolderPublicName"" default=""NoMatch""/><item name=""AccountTypeName"" source=""AccountTypeName"" default=""NoMatch""/><item name=""AccountTypeAlias"" source=""AccountTypeAlias"" default=""NoMatch""/><item name=""AccountNo"" source=""AccountNo"" default=""NotProvided""/><item name=""Currency"" source=""Currency""/><item name=""AccountStatus"" source=""AccountStatus"" default=""Null""/><item name=""AvailableBalance"" source=""AvailableBalance"" default=""NotAvailable""/><item name=""ReservedBalance"" source=""ReservedBalance"" default=""NotAvailable""/><item name=""UnclearedBalance"" source=""UnclearedBalance"" default=""NotAvailable""/><item name=""CurrentBalance"" source=""CurrentBalance"" default=""NotAvailable""/><item name=""AccountName"" source=""AccountName""/><item name=""AccountRuleProfileID"" source=""AccountRuleProfileID""/><item name=""AccountRuleProfileName"" source=""AccountRuleProfileName""/></getting>","LIST_GETTING","100086710","",""<endrec>
"","","String","","SOURCE_GETTING","100086879","BillReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","100086881","Amount",""<endrec>
"","","String","","SOURCE_GETTING","100086973","Amount",""<endrec>
"","","String","","SOURCE_GETTING","100086975","Amount",""<endrec>
"","","String","","SOURCE_GETTING","100087671","Result.ResultParameters.BOCompletedTime",""<endrec>
"","","","<getting source=""Result.ResultParameters.AccountBalanceList.AccountBalance"" datatype=""List""><item name=""AccountHolderID"" source=""AccountHolderID""/><item name=""AccountHolderPublicName"" source=""AccountHolderPublicName"" default=""NoMatch""/><item name=""AccountTypeName"" source=""AccountTypeName"" default=""NoMatch""/><item name=""AccountTypeAlias"" source=""AccountTypeAlias"" default=""NoMatch""/><item name=""AccountNo"" source=""AccountNo"" default=""NotProvided""/><item name=""Currency"" source=""Currency""/><item name=""AccountStatus"" source=""AccountStatus"" default=""Null""/><item name=""AvailableBalance"" source=""AvailableBalance"" default=""NotAvailable""/><item name=""ReservedBalance"" source=""ReservedBalance"" default=""NotAvailable""/><item name=""UnclearedBalance"" source=""UnclearedBalance"" default=""NotAvailable""/><item name=""CurrentBalance"" source=""CurrentBalance"" default=""NotAvailable""/><item name=""AccountName"" source=""AccountName""/><item name=""AccountRuleProfileID"" source=""AccountRuleProfileID""/><item name=""AccountRuleProfileName"" source=""AccountRuleProfileName""/></getting>","LIST_GETTING","100087673","",""<endrec>
"","","String","","SOURCE_GETTING","100087874","Result.ResultParameters.BOCompletedTime",""<endrec>
"","","String","","SOURCE_GETTING","100087875","Result.ResultParameters.GroupCode",""<endrec>
"","","String","","SOURCE_GETTING","100087876","Result.ResultParameters.GroupName",""<endrec>
"","","","<getting source=""Result.ResultParameters.AccountStatementListData.AccountStatementItem"" datatype=""List""><item name=""ReceiptNumber"" source=""ReceiptNumber""/><item name=""IdentityPublicName"" source=""IdentityPublicName""/><item name=""AccountType"" source=""AccountType""/><item name=""AccountNo"" source=""AccountNo""/><item name=""Currency"" source=""Currency""/><item name=""BalanceAmount"" source=""BalanceAmount""/><item name=""CurrentBalance"" source=""CurrentBalance""/><item name=""Details"" source=""Details""/><item name=""CompletionTime"" source=""CompletionTime""/></getting>","LIST_GETTING","100087879","",""<endrec>
"","","String","","SOURCE_GETTING","100087880","Result.ResultParameters.AccountStatementListData.NbrOfReturned",""<endrec>
"","","String","","SOURCE_GETTING","100087881","Result.ResultParameters.AccountStatementListData.NbrOfTotal",""<endrec>
"","","String","","SOURCE_GETTING","100088028","SecurityLogin",""<endrec>
"","","String","","SOURCE_GETTING","100088029","SecurityPwd",""<endrec>
"","","String","","SOURCE_GETTING","100088030","TransactionId",""<endrec>
"","","String","","SOURCE_GETTING","100088031","SourceUri",""<endrec>
"","","String","","SOURCE_GETTING","100088032","DestinationUri",""<endrec>
"","","String","","SOURCE_GETTING","100088035","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","100088036","Amount",""<endrec>
"","","String","","SOURCE_GETTING","100088037","Grace",""<endrec>
"","","String","","SOURCE_GETTING","100088038","Validity",""<endrec>
"","","String","","SOURCE_GETTING","100088040","AdditionalData.AdditionalDataItem.Beneficiary_Name_ProvidedbySender",""<endrec>
"","","String","","SOURCE_GETTING","100088042","AdditionalData.AdditionalDataItem.Beneficiary_Nationality",""<endrec>
"","","String","","SOURCE_GETTING","100088043","AdditionalData.AdditionalDataItem.Beneficiary_Birth_Date",""<endrec>
"","","String","","SOURCE_GETTING","100088044","AdditionalData.AdditionalDataItem.Beneficiary_Occupation",""<endrec>
"","","String","","SOURCE_GETTING","100088045","AdditionalData.AdditionalDataItem.Beneficiary_Address_Street",""<endrec>
"","","String","","SOURCE_GETTING","100088046","AdditionalData.AdditionalDataItem.Beneficiary_Address_City",""<endrec>
"","","String","","SOURCE_GETTING","100088047","AdditionalData.AdditionalDataItem.Beneficiary_Address_ZIP",""<endrec>
"","","String","","SOURCE_GETTING","100088048","AdditionalData.AdditionalDataItem.Beneficiary_Address_State",""<endrec>
"","","String","","SOURCE_GETTING","100088049","AdditionalData.AdditionalDataItem.Beneficiary_TelephoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","100088050","AdditionalData.AdditionalDataItem.Beneficiary_Email",""<endrec>
"","","String","","SOURCE_GETTING","100088051","AdditionalData.AdditionalDataItem.Beneficiary_Address_Country",""<endrec>
"","","String","","SOURCE_GETTING","100088071","AdditionalData.AdditionalDataItem.Beneficiary_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100088072","AdditionalData.AdditionalDataItem.Beneficiary_ID_Number",""<endrec>
"","","String","","SOURCE_GETTING","100088073","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100088074","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedAt",""<endrec>
"","","String","","SOURCE_GETTING","100088075","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedDate",""<endrec>
"","","String","","SOURCE_GETTING","100088076","AdditionalData.AdditionalDataItem.Beneficiary_ID_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100088077","AdditionalData.AdditionalDataItem.Beneficiary_Birth_Place",""<endrec>
"","","String","","VALUE_GETTING","100088079","","MPWSRequestQuoteSoapFault"<endrec>
"","","String","","VALUE_GETTING","100088080","","Generic_IMT_Send_HWS_2_3"<endrec>
"","","String","","SOURCE_GETTING","100088116","SecurityLogin",""<endrec>
"","","String","","SOURCE_GETTING","100088117","SecurityPwd",""<endrec>
"","","String","","SOURCE_GETTING","100088119","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","100088120","Amount",""<endrec>
"","","String","","SOURCE_GETTING","100088121","Grace",""<endrec>
"","","String","","SOURCE_GETTING","100088122","Validity",""<endrec>
"","","String","","SOURCE_GETTING","100088123","TransactionId",""<endrec>
"","","String","","SOURCE_GETTING","100088124","hsTransactionId",""<endrec>
"","","String","","VALUE_GETTING","100088125","","SENDER"<endrec>
"","","String","","SOURCE_GETTING","100088126","Description",""<endrec>
"","","String","","SOURCE_GETTING","100088127","DestinationUri",""<endrec>
"","","String","","SOURCE_GETTING","100088129","AdditionalData.AdditionalDataItem.Sender_Name",""<endrec>
"","","String","","SOURCE_GETTING","100088130","AdditionalData.AdditionalDataItem.Beneficiary_Name_ProvidedbySender",""<endrec>
"","","String","","SOURCE_GETTING","100088131","AdditionalData.AdditionalDataItem.Sender_BankCode",""<endrec>
"","","String","","SOURCE_GETTING","100088132","AdditionalData.AdditionalDataItem.Sender_Nationality",""<endrec>
"","","String","","SOURCE_GETTING","100088133","AdditionalData.AdditionalDataItem.Sender_Birth_Date",""<endrec>
"","","String","","SOURCE_GETTING","100088134","AdditionalData.AdditionalDataItem.Sender_Occupation",""<endrec>
"","","String","","SOURCE_GETTING","100088135","AdditionalData.AdditionalDataItem.Beneficiary_Nationality",""<endrec>
"","","String","","SOURCE_GETTING","100088136","AdditionalData.AdditionalDataItem.Beneficiary_Birth_Date",""<endrec>
"","","String","","SOURCE_GETTING","100088137","AdditionalData.AdditionalDataItem.Beneficiary_Occupation",""<endrec>
"","","String","","SOURCE_GETTING","100088138","AdditionalData.AdditionalDataItem.Remittance_Purpose",""<endrec>
"","","String","","SOURCE_GETTING","100088139","AdditionalData.AdditionalDataItem.Sender_address_street",""<endrec>
"","","String","","SOURCE_GETTING","100088140","AdditionalData.AdditionalDataItem.Sender_address_city",""<endrec>
"","","String","","SOURCE_GETTING","100088141","dditionalData.AdditionalDataItem.Sender_address_ZIP",""<endrec>
"","","String","","SOURCE_GETTING","100088142","AdditionalData.AdditionalDataItem.Sender_address_state",""<endrec>
"","","String","","SOURCE_GETTING","100088143","AdditionalData.AdditionalDataItem.Sender_Email",""<endrec>
"","","String","","SOURCE_GETTING","100088144","AdditionalData.AdditionalDataItem.Sender_address_Country",""<endrec>
"","","String","","SOURCE_GETTING","100088145","AdditionalData.AdditionalDataItem.Sender_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100088146","AdditionalData.AdditionalDataItem.Sender_ID_Number",""<endrec>
"","","String","","SOURCE_GETTING","100088147","AdditionalData.AdditionalDataItem.Sender_ID_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100088148","AdditionalData.AdditionalDataItem.Sender_ID_IssuedAt",""<endrec>
"","","String","","SOURCE_GETTING","100088149","AdditionalData.AdditionalDataItem.Sender_ID_IssuedDate",""<endrec>
"","","String","","SOURCE_GETTING","100088150","AdditionalData.AdditionalDataItem.Sender_ID_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100088151","AdditionalData.AdditionalDataItem.Sender_Birth_Place",""<endrec>
"","","String","","SOURCE_GETTING","100088152","AdditionalData.AdditionalDataItem.Beneficiary_Address_Street",""<endrec>
"","","String","","SOURCE_GETTING","100088153","AdditionalData.AdditionalDataItem.Beneficiary_Address_City",""<endrec>
"","","String","","SOURCE_GETTING","100088154","AdditionalData.AdditionalDataItem.Beneficiary_Address_ZIP",""<endrec>
"","","String","","SOURCE_GETTING","100088155","AdditionalData.AdditionalDataItem.Beneficiary_Address_State",""<endrec>
"","","String","","SOURCE_GETTING","100088156","AdditionalData.AdditionalDataItem.Beneficiary_TelephoneNumber",""<endrec>
"","","String","","SOURCE_GETTING","100088157","AdditionalData.AdditionalDataItem.Beneficiary_Email",""<endrec>
"","","String","","SOURCE_GETTING","100088158","AdditionalData.AdditionalDataItem.Beneficiary_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100088159","AdditionalData.AdditionalDataItem.Beneficiary_ID_Number",""<endrec>
"","","String","","SOURCE_GETTING","100088160","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100088161","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedAt",""<endrec>
"","","String","","SOURCE_GETTING","100088162","AdditionalData.AdditionalDataItem.Beneficiary_ID_IssuedDate",""<endrec>
"","","String","","SOURCE_GETTING","100088163","AdditionalData.AdditionalDataItem.Beneficiary_ID_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100088164","AdditionalData.AdditionalDataItem.Beneficiary_Birth_Place",""<endrec>
"","","String","","SOURCE_GETTING","100088165","SourceUri",""<endrec>
"","","String","","SOURCE_GETTING","100088168","Name",""<endrec>
"","","String","","SOURCE_GETTING","100088169","Address",""<endrec>
"","","String","","VALUE_GETTING","100088170","","MPWSRemittanceResponseSoapFault"<endrec>
"","","String","","VALUE_GETTING","100088171","","Generic_IMT_Send_HWS_2_3"<endrec>
"","","String","","SOURCE_GETTING","100088178","SecurityLogin",""<endrec>
"","","String","","SOURCE_GETTING","100088179","SecurityPwd",""<endrec>
"","","String","","SOURCE_GETTING","100088180","TransactionId",""<endrec>
"","","String","","SOURCE_GETTING","100088181","hsTransactionId",""<endrec>
"","","String","","VALUE_GETTING","100088185","","MPWSStatusSoapFault"<endrec>
"","","String","","VALUE_GETTING","100088186","","Generic_IMT_Send_HWS_2_3"<endrec>
"","","String","","VALUE_GETTING","100088583","","HomeSend_HWS_2_3"<endrec>
"","","String","","VALUE_GETTING","100088584","","HomeSend_HWS_2_3"<endrec>
"","","String","","SOURCE_GETTING","100089074","AdditionalData.AdditionalDataItem.DestinationURI",""<endrec>
"","","String","","SOURCE_GETTING","100089077","AdditionalData.AdditionalDataItem.DestinationURI",""<endrec>
"","","String","","SOURCE_GETTING","100090287","GenericParameters",""<endrec>
"","","String","","SOURCE_GETTING","100090288","ShortCode",""<endrec>
"","","String","","SOURCE_GETTING","100090289","Identifier",""<endrec>
"","","String","","SOURCE_GETTING","100090290","IdentifierType",""<endrec>
"","","String","","SOURCE_GETTING","100090291","ConversationID",""<endrec>
"","","String","","SOURCE_GETTING","100090292","TransTime",""<endrec>
"","","String","","VALUE_GETTING","100090294","","QueryRequest"<endrec>
"","","String","","VALUE_GETTING","100090295","","true"<endrec>
"","","String","","SOURCE_GETTING","100090296","KYCField",""<endrec>
"","","String","","SOURCE_GETTING","100090389","BillReferenceNumber",""<endrec>
"","","String","","SOURCE_GETTING","100090471","Result.ResultParameters.DebitBalance",""<endrec>
"","","String","","SOURCE_GETTING","100091872","CurrencyCode",""<endrec>
"","","String","","SOURCE_GETTING","100091876","InputPara_KT BusinessPayBill_TillMSISDN",""<endrec>
"","","String","","SOURCE_GETTING","100092672","msisdn",""<endrec>
"","","String","","SOURCE_GETTING","100092673","sessionid",""<endrec>
"","","String","","SOURCE_GETTING","100092674","message",""<endrec>
"OutboundReceiverPasswordConvertor","","String","","CONVERTOR_GETTING","100092676","ShortCode",""<endrec>
"OutboundReceiverUserNameConvertor","","String","","CONVERTOR_GETTING","100092677","ShortCode",""<endrec>
"","","String","","VALUE_GETTING","100092791","","HomeSend_HWS_2_3"<endrec>
"","","String","","SOURCE_GETTING","100092973","AdditionalData.AdditionalDataItem.Receiver_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100092975","AdditionalData.AdditionalDataItem.Receiver_IDNumber",""<endrec>
"","","String","","SOURCE_GETTING","100092976","AdditionalData.AdditionalDataItem.Receiver_EffectiveDate",""<endrec>
"","","String","","SOURCE_GETTING","100092977","AdditionalData.AdditionalDataItem.Receiver_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100092978","AdditionalData.AdditionalDataItem.Receiver_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100092980","AdditionalData.AdditionalDataItem.Receiver_PostalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100092981","AdditionalData.AdditionalDataItem.Receiver_PhysicalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100092988","AdditionalData.AdditionalDataItem.Receiver_CityOrTown",""<endrec>
"","","String","","SOURCE_GETTING","100092989","AdditionalData.AdditionalDataItem.Receiver_PostCode",""<endrec>
"","","String","","SOURCE_GETTING","100092993","AdditionalData.AdditionalDataItem.Receiver_Gender",""<endrec>
"","","String","","SOURCE_GETTING","100092994","AdditionalData.AdditionalDataItem.Receiver_Nationality",""<endrec>
"","","String","","SOURCE_GETTING","100092997","AdditionalData.AdditionalDataItem.Receiver_Gender",""<endrec>
"","","String","","SOURCE_GETTING","100092998","AdditionalData.AdditionalDataItem.Receiver_Nationality",""<endrec>
"","","String","","SOURCE_GETTING","100093001","AdditionalData.AdditionalDataItem.Receiver_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100093002","AdditionalData.AdditionalDataItem.Receiver_IDNumber",""<endrec>
"","","String","","SOURCE_GETTING","100093003","AdditionalData.AdditionalDataItem.Receiver_EffectiveDate",""<endrec>
"","","String","","SOURCE_GETTING","100093004","AdditionalData.AdditionalDataItem.Receiver_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100093005","AdditionalData.AdditionalDataItem.Receiver_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100093007","AdditionalData.AdditionalDataItem.Receiver_PostalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100093008","AdditionalData.AdditionalDataItem.Receiver_PhysicalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100093009","AdditionalData.AdditionalDataItem.Receiver_CityOrTown",""<endrec>
"","","String","","SOURCE_GETTING","100093010","AdditionalData.AdditionalDataItem.Receiver_PostCode",""<endrec>
"","","String","","SOURCE_GETTING","100093013","AdditionalData.AdditionalDataItem.Receiver_ID_Type",""<endrec>
"","","String","","SOURCE_GETTING","100093014","AdditionalData.AdditionalDataItem.Receiver_IDNumber",""<endrec>
"","","String","","SOURCE_GETTING","100093015","AdditionalData.AdditionalDataItem.Receiver_EffectiveDate",""<endrec>
"","","String","","SOURCE_GETTING","100093016","AdditionalData.AdditionalDataItem.Receiver_ExpiryDate",""<endrec>
"","","String","","SOURCE_GETTING","100093017","AdditionalData.AdditionalDataItem.Receiver_IssuedBy",""<endrec>
"","","String","","SOURCE_GETTING","100093019","AdditionalData.AdditionalDataItem.Receiver_PostalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100093020","AdditionalData.AdditionalDataItem.Receiver_PhysicalAddress",""<endrec>
"","","String","","SOURCE_GETTING","100093021","AdditionalData.AdditionalDataItem.Receiver_CityOrTown",""<endrec>
"","","String","","SOURCE_GETTING","100093022","AdditionalData.AdditionalDataItem.Receiver_PostCode",""<endrec>
