LOAD_DATA_TS,ORG_ROLE_ID,PRODUCT_UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              <endrec>
"","10010002","937163230"<endrec>
"","10010002","937164250"<endrec>
"","10010002","937178574"<endrec>
"","10010002","937178596"<endrec>
"","10010002","937178628"<endrec>
"","10010002","937178660"<endrec>
"","10010002","937178685"<endrec>
"","10010002","937179440"<endrec>
"","10010002","937179449"<endrec>
"","10010002","937227616"<endrec>
"","10010002","937229669"<endrec>
"","10010002","937231550"<endrec>
"","10010002","937231554"<endrec>
"","10010002","937235601"<endrec>
"","10010002","937235611"<endrec>
"","10010002","937235620"<endrec>
"","10010002","937281855"<endrec>
"","10010002","937295818"<endrec>
"","10010002","937383562"<endrec>
"","10010002","937383564"<endrec>
"","10010002","937383565"<endrec>
"","10010002","937383568"<endrec>
"","10010002","937383572"<endrec>
"","10010002","937411143"<endrec>
"","10010002","937411203"<endrec>
"","10010002","937415147"<endrec>
"","10010002","937415250"<endrec>
"","10010002","937415252"<endrec>
"","10010002","937430287"<endrec>
"","10010002","937434148"<endrec>
"","10010002","937436154"<endrec>
"","10010002","937448270"<endrec>
"","10010002","937453256"<endrec>
"","10010002","937455405"<endrec>
"","10010002","937460406"<endrec>
"","10010002","937461434"<endrec>
"","10010002","937464385"<endrec>
"","10010002","937465533"<endrec>
"","10010002","937470810"<endrec>
"","10010002","937472555"<endrec>
"","10010002","937487639"<endrec>
"","10010002","937490607"<endrec>
"","10010002","937513789"<endrec>
"","10010002","937539727"<endrec>
"","10010002","937539776"<endrec>
"","10010002","937539907"<endrec>
"","10010002","937539944"<endrec>
"","10010002","937539961"<endrec>
"","10010002","937539963"<endrec>
"","10010002","937548790"<endrec>
"","10010002","937548801"<endrec>
"","10010002","937548802"<endrec>
"","10010002","937548834"<endrec>
"","10010002","937572788"<endrec>
"","10010002","937596763"<endrec>
"","10010002","937608760"<endrec>
"","10010002","937683787"<endrec>
"","10010004","30049246"<endrec>
"","10010004","30094628"<endrec>
"","10010004","30094629"<endrec>
"","10010004","30094630"<endrec>
"","10010004","30094631"<endrec>
"","10010004","30116974"<endrec>
"","10010004","30116975"<endrec>
"","10010004","30116976"<endrec>
"","10010004","30116980"<endrec>
"","10010004","30118467"<endrec>
"","10010004","30121075"<endrec>
"","10010004","30122079"<endrec>
"","10010004","30141095"<endrec>
"","10010004","30141096"<endrec>
"","10010004","30141097"<endrec>
"","10010004","30141098"<endrec>
"","10010004","30153165"<endrec>
"","10010004","937143895"<endrec>
"","10010004","937153134"<endrec>
"","10010004","937153136"<endrec>
"","10010004","937154163"<endrec>
"","10010004","937154164"<endrec>
"","10010004","937164215"<endrec>
"","10010004","937164237"<endrec>
"","10010004","937164242"<endrec>
"","10010004","937164250"<endrec>
"","10010004","937164251"<endrec>
"","10010004","937164271"<endrec>
"","10010004","937166317"<endrec>
"","10010004","937166476"<endrec>
"","10010004","937166480"<endrec>
"","10010004","937167320"<endrec>
"","10010004","937174344"<endrec>
"","10010004","937174378"<endrec>
"","10010004","937178422"<endrec>
"","10010004","937178463"<endrec>
"","10010004","937178476"<endrec>
"","10010004","937178533"<endrec>
"","10010004","937178534"<endrec>
"","10010004","937178535"<endrec>
"","10010004","937178574"<endrec>
"","10010004","937178596"<endrec>
"","10010004","937178628"<endrec>
"","10010004","937178648"<endrec>
"","10010004","937178660"<endrec>
"","10010004","937178663"<endrec>
"","10010004","937178685"<endrec>
"","10010004","937178686"<endrec>
"","10010004","937179440"<endrec>
"","10010004","937179449"<endrec>
"","10010004","937180454"<endrec>
"","10010004","937183492"<endrec>
"","10010004","937190575"<endrec>
"","10010004","937190576"<endrec>
"","10010004","937191531"<endrec>
"","10010004","937192534"<endrec>
"","10010004","937192538"<endrec>
"","10010004","937192547"<endrec>
"","10010004","937192553"<endrec>
"","10010004","937192556"<endrec>
"","10010004","937193531"<endrec>
"","10010004","937195543"<endrec>
"","10010004","937195576"<endrec>
"","10010004","937196532"<endrec>
"","10010004","937197617"<endrec>
"","10010004","937197655"<endrec>
"","10010004","937197677"<endrec>
"","10010004","937197731"<endrec>
"","10010004","937197741"<endrec>
"","10010004","937197872"<endrec>
"","10010004","937198540"<endrec>
"","10010004","937198570"<endrec>
"","10010004","937198580"<endrec>
"","10010004","937198582"<endrec>
"","10010004","937198599"<endrec>
"","10010004","937198606"<endrec>
"","10010004","937199554"<endrec>
"","10010004","937200540"<endrec>
"","10010004","937200558"<endrec>
"","10010004","937203571"<endrec>
"","10010004","937203572"<endrec>
"","10010004","937205578"<endrec>
"","10010004","937205634"<endrec>
"","10010004","937205636"<endrec>
"","10010004","937205637"<endrec>
"","10010004","937205671"<endrec>
"","10010004","937205712"<endrec>
"","10010004","937206536"<endrec>
"","10010004","937208542"<endrec>
"","10010004","937208546"<endrec>
"","10010004","937208547"<endrec>
"","10010004","937208548"<endrec>
"","10010004","937208554"<endrec>
"","10010004","937208555"<endrec>
"","10010004","937208556"<endrec>
"","10010004","937208560"<endrec>
"","10010004","937208561"<endrec>
"","10010004","937208564"<endrec>
"","10010004","937208567"<endrec>
"","10010004","937208568"<endrec>
"","10010004","937208569"<endrec>
"","10010004","937208587"<endrec>
"","10010004","937208588"<endrec>
"","10010004","937208589"<endrec>
"","10010004","937208597"<endrec>
"","10010004","937208598"<endrec>
"","10010004","937208599"<endrec>
"","10010004","937210552"<endrec>
"","10010004","937210553"<endrec>
"","10010004","937210554"<endrec>
"","10010004","937210558"<endrec>
"","10010004","937210560"<endrec>
"","10010004","937210664"<endrec>
"","10010004","937210685"<endrec>
"","10010004","937210686"<endrec>
"","10010004","937210701"<endrec>
"","10010004","937210702"<endrec>
"","10010004","937213553"<endrec>
"","10010004","937213555"<endrec>
"","10010004","937213585"<endrec>
"","10010004","937213586"<endrec>
"","10010004","937213587"<endrec>
"","10010004","937213617"<endrec>
"","10010004","937214641"<endrec>
"","10010004","937214668"<endrec>
"","10010004","937215540"<endrec>
"","10010004","937215624"<endrec>
"","10010004","937215625"<endrec>
"","10010004","937215626"<endrec>
"","10010004","937215704"<endrec>
"","10010004","937215705"<endrec>
"","10010004","937216551"<endrec>
"","10010004","937216671"<endrec>
"","10010004","937217586"<endrec>
"","10010004","937217672"<endrec>
"","10010004","937217747"<endrec>
"","10010004","937217748"<endrec>
"","10010004","937217749"<endrec>
"","10010004","937217752"<endrec>
"","10010004","937217753"<endrec>
"","10010004","937218683"<endrec>
"","10010004","937218684"<endrec>
"","10010004","937218685"<endrec>
"","10010004","937218686"<endrec>
"","10010004","937218823"<endrec>
"","10010004","937218845"<endrec>
"","10010004","937218986"<endrec>
"","10010004","937219110"<endrec>
"","10010004","937219111"<endrec>
"","10010004","937219211"<endrec>
"","10010004","937219321"<endrec>
"","10010004","937219399"<endrec>
"","10010004","937219407"<endrec>
"","10010004","937220644"<endrec>
"","10010004","937220645"<endrec>
"","10010004","937220658"<endrec>
"","10010004","937220660"<endrec>
"","10010004","937220684"<endrec>
"","10010004","937227616"<endrec>
"","10010004","937229636"<endrec>
"","10010004","937229637"<endrec>
"","10010004","937229651"<endrec>
"","10010004","937229669"<endrec>
"","10010004","937230551"<endrec>
"","10010004","937230552"<endrec>
"","10010004","937230639"<endrec>
"","10010004","937230640"<endrec>
"","10010004","937230641"<endrec>
"","10010004","937230669"<endrec>
"","10010004","937230670"<endrec>
"","10010004","937231550"<endrec>
"","10010004","937231554"<endrec>
"","10010004","937232607"<endrec>
"","10010004","937232608"<endrec>
"","10010004","937232614"<endrec>
"","10010004","937235566"<endrec>
"","10010004","937235601"<endrec>
"","10010004","937235611"<endrec>
"","10010004","937235620"<endrec>
"","10010004","937235621"<endrec>
"","10010004","937244705"<endrec>
"","10010004","937244709"<endrec>
"","10010004","937244711"<endrec>
"","10010004","937244729"<endrec>
"","10010004","937244744"<endrec>
"","10010004","937244798"<endrec>
"","10010004","937244819"<endrec>
"","10010004","937244841"<endrec>
"","10010004","937244843"<endrec>
"","10010004","937254825"<endrec>
"","10010004","937255686"<endrec>
"","10010004","937255725"<endrec>
"","10010004","937255726"<endrec>
"","10010004","937258684"<endrec>
"","10010004","937258800"<endrec>
"","10010004","937258801"<endrec>
"","10010004","937261718"<endrec>
"","10010004","937261719"<endrec>
"","10010004","937263745"<endrec>
"","10010004","937265735"<endrec>
"","10010004","937267814"<endrec>
"","10010004","937271821"<endrec>
"","10010004","937279827"<endrec>
"","10010004","937279839"<endrec>
"","10010004","937279895"<endrec>
"","10010004","937279968"<endrec>
"","10010004","937280818"<endrec>
"","10010004","937280821"<endrec>
"","10010004","937280836"<endrec>
"","10010004","937281855"<endrec>
"","10010004","937281857"<endrec>
"","10010004","937295818"<endrec>
"","10010004","937300834"<endrec>
"","10010004","937308856"<endrec>
"","10010004","937308884"<endrec>
"","10010004","937311855"<endrec>
"","10010004","937311861"<endrec>
"","10010004","937311864"<endrec>
"","10010004","937311892"<endrec>
"","10010004","937312854"<endrec>
"","10010004","937327907"<endrec>
"","10010004","937327909"<endrec>
"","10010004","937329920"<endrec>
"","10010004","937329923"<endrec>
"","10010004","937330942"<endrec>
"","10010004","937332884"<endrec>
"","10010004","937332885"<endrec>
"","10010004","937340888"<endrec>
"","10010004","937340897"<endrec>
"","10010004","937340917"<endrec>
"","10010004","937340936"<endrec>
"","10010004","937340937"<endrec>
"","10010004","937340938"<endrec>
"","10010004","937343876"<endrec>
"","10010004","937343918"<endrec>
"","10010004","937344897"<endrec>
"","10010004","937344926"<endrec>
"","10010004","937345886"<endrec>
"","10010004","937347906"<endrec>
"","10010004","937352005"<endrec>
"","10010004","937353923"<endrec>
"","10010004","937353924"<endrec>
"","10010004","937358030"<endrec>
"","10010004","937358031"<endrec>
"","10010004","937358040"<endrec>
"","10010004","937364017"<endrec>
"","10010004","937364018"<endrec>
"","10010004","937366327"<endrec>
"","10010004","937370433"<endrec>
"","10010004","937375469"<endrec>
"","10010004","937375476"<endrec>
"","10010004","937375521"<endrec>
"","10010004","937378461"<endrec>
"","10010004","937378463"<endrec>
"","10010004","937379501"<endrec>
"","10010004","937383562"<endrec>
"","10010004","937383564"<endrec>
"","10010004","937383565"<endrec>
"","10010004","937383568"<endrec>
"","10010004","937383572"<endrec>
"","10010004","937387579"<endrec>
"","10010004","937389595"<endrec>
"","10010004","937392817"<endrec>
"","10010004","937394944"<endrec>
"","10010004","937396930"<endrec>
"","10010004","937396961"<endrec>
"","10010004","937398937"<endrec>
"","10010004","937400932"<endrec>
"","10010004","937400933"<endrec>
"","10010004","937403958"<endrec>
"","10010004","937404949"<endrec>
"","10010004","937407016"<endrec>
"","10010004","937411049"<endrec>
"","10010004","937411143"<endrec>
"","10010004","937411203"<endrec>
"","10010004","937411210"<endrec>
"","10010004","937414122"<endrec>
"","10010004","937415147"<endrec>
"","10010004","937415152"<endrec>
"","10010004","937415183"<endrec>
"","10010004","937415250"<endrec>
"","10010004","937415252"<endrec>
"","10010004","937415257"<endrec>
"","10010004","937417068"<endrec>
"","10010004","937417130"<endrec>
"","10010004","937417159"<endrec>
"","10010004","937417163"<endrec>
"","10010004","937418073"<endrec>
"","10010004","937418145"<endrec>
"","10010004","937418151"<endrec>
"","10010004","937420143"<endrec>
"","10010004","937421180"<endrec>
"","10010004","937422144"<endrec>
"","10010004","937423156"<endrec>
"","10010004","937423166"<endrec>
"","10010004","937423252"<endrec>
"","10010004","937425145"<endrec>
"","10010004","937425148"<endrec>
"","10010004","937425164"<endrec>
"","10010004","937425165"<endrec>
"","10010004","937426174"<endrec>
"","10010004","937426190"<endrec>
"","10010004","937427137"<endrec>
"","10010004","937428156"<endrec>
"","10010004","937430243"<endrec>
"","10010004","937430287"<endrec>
"","10010004","937430304"<endrec>
"","10010004","937430306"<endrec>
"","10010004","937432191"<endrec>
"","10010004","937432192"<endrec>
"","10010004","937432194"<endrec>
