CHANNELS,LOAD_DATA_TS,REASON_TYPE_UNIQUE_ID,TEMPLATE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 <endrec>
"API","","30013129","B2C Payment"<endrec>
"API","","30013200","B2C Payment"<endrec>
"API","","30015662","B2C Payment For Unreg Customer"<endrec>
"API","","30015684","B2C Payment"<endrec>
"API","","30015703","B2C Payment For Unreg Customer"<endrec>
"API","","30048248","IntraInterTransfer"<endrec>
"API","","30055280","DirectTransfer"<endrec>
"API","","30061350","B2C Payment"<endrec>
"API","","30071479","B2C Payment"<endrec>
"API","","30071481","B2C Payment"<endrec>
"API","","30071482","B2C Payment For Unreg Customer"<endrec>
"API","","30071494","IMTHomeSendValidation"<endrec>
"API","","30097662","IMTHomeSendCredit"<endrec>
"API","","30099723","DirectTransfer"<endrec>
"API","","30099727","DirectTransfer"<endrec>
"API","","30102769","B2B Transfer between Orgaizations"<endrec>
"API","","30105838","New B2C Payment"<endrec>
"API","","30110852","QueryBalance"<endrec>
"API","","30110855","IntraInterTransfer"<endrec>
"API","","30110856","IntraInterTransfer"<endrec>
"API","","30110858","IntraInterTransfer"<endrec>
"API","","30110859","IntraInterTransfer"<endrec>
"API","","30110894","Kenya Finance Withdraw Direct Transfer"<endrec>
"API","","30116930","ReverseTransaction"<endrec>
"API","","30121466","Transfer"<endrec>
"API","","30126078","IntraInterTransfer"<endrec>
"API","","30135100","DirectTransfer"<endrec>
"API","","30136089","DirectTransfer"<endrec>
"API","","30136095","VoucherRedeeming"<endrec>
"API","","30149169","IMTWU"<endrec>
"API","","30153119","FSIPayout"<endrec>
"API","","30157231","IntraInterTransfer"<endrec>
"API","","30159262","DirectTransfer"<endrec>
"API","","30159264","DirectTransfer"<endrec>
"API","","30159268","DirectTransfer"<endrec>
"API","","30159269","DirectTransfer"<endrec>
"API","","30159289","Buy Goods"<endrec>
"API","","30175424","Pay Bill With Confirmation Without CNS For Kenya"<endrec>
"API","","30175429","Pay Bill With Confirmation Without CNS For Kenya"<endrec>
"API","","30175432","Pay Bill With Confirmation Without CNS For Kenya"<endrec>
"API","","937124879","Buy Goods"<endrec>
"API","","937127874","IntraInterTransfer"<endrec>
"API","","937127897","Reverse Transaction with Debit/Credit Party Check"<endrec>
"API","","937127905","Reverse Transaction with Debit/Credit Party Check"<endrec>
"API","","937127909","Reverse Transaction with Debit/Credit Party Check"<endrec>
"API","","937127912","DirectTransfer"<endrec>
"API","","937127913","DirectTransfer"<endrec>
"API","","937127914","DirectTransfer"<endrec>
"API","","937127915","DirectTransfer"<endrec>
"API","","937127916","DirectTransfer"<endrec>
"API","","937127917","DirectTransfer"<endrec>
"API","","937127918","DirectTransfer"<endrec>
"API","","937127919","DirectTransfer"<endrec>
"API","","937127920","DirectTransfer"<endrec>
"API","","937136890","ReverseTransaction"<endrec>
"API","","937144923","VoucherRedeeming"<endrec>
"API","","937145017","ReverseTransaction"<endrec>
"API","","937146044","ReverseTransaction"<endrec>
"API","","937146047","ReverseTransaction"<endrec>
"API","","937146061","FinanceDirectWithdraw"<endrec>
"API","","937146065","BillPaymentWithConfirmation"<endrec>
"API","","937146069","BillPaymentWithConfirmation"<endrec>
"API","","937146070","BillPaymentWithConfirmation"<endrec>
"API","","937146071","DirectTransfer"<endrec>
"API","","937146077","Transfer"<endrec>
"API","","937146081","DirectTransfer"<endrec>
"API","","937146085","VoucherIssuing"<endrec>
"API","","937146086","VoucherIssuing"<endrec>
"API","","937146087","VoucherIssuing"<endrec>
"API","","937146088","DirectTransfer"<endrec>
"API","","937146089","DirectTransfer"<endrec>
"API","","937146090","DirectTransfer"<endrec>
"API","","937146091","DirectTransfer"<endrec>
"API","","937146092","DirectTransfer"<endrec>
"API","","937146093","DirectTransfer"<endrec>
"API","","937146094","DirectTransfer"<endrec>
"API","","937146095","VoucherIssuing"<endrec>
"API","","937150102","VoucherIssuing"<endrec>
"API","","937150135","DirectTransfer"<endrec>
"API","","937150136","DirectTransfer"<endrec>
"API","","937150137","DirectTransfer"<endrec>
"API","","937150138","DirectTransfer"<endrec>
"API","","937153129","BillPaymentWithConfirmation"<endrec>
"API","","937156165","IMTWU"<endrec>
"API","","937156166","IMTHomeSendValidation"<endrec>
"API","","937156167","IMTHomeSendCredit"<endrec>
"API","","937161205","IMTWU"<endrec>
"API","","937162184","VoucherRedeeming"<endrec>
"API","","937163242","IMTWU"<endrec>
"API","","937166435","DirectTransfer"<endrec>
"API","","937166436","IMTWU"<endrec>
"API","","937167360","IMTHomeSendCredit"<endrec>
"API","","937167361","IMTHomeSendCredit"<endrec>
"API","","937167381","IMTHomeSendCredit"<endrec>
"API","","937167388","IMTHomeSendCredit"<endrec>
"API","","937167398","IMTHomeSendCredit"<endrec>
"API","","937167399","IMTHomeSendCredit"<endrec>
"API","","937167400","IMTHomeSendCredit"<endrec>
"API","","937167439","QueryBalance"<endrec>
"API","","937167440","QueryBalance"<endrec>
"API","","937168306","IMTHomeSendCredit"<endrec>
"API","","937168307","IMTHomeSendCredit"<endrec>
"API","","937168345","IMTWU"<endrec>
"API","","937168346","IMTWU"<endrec>
"API","","937174347","QueryBalance"<endrec>
"API","","937175386","DirectTransfer"<endrec>
"API","","937178457","BillPaymentWithConfirmation"<endrec>
"API","","937178619","InNetTransaction"<endrec>
"API","","937178620","ReverseTransaction"<endrec>
"API","","937178621","InNetTransaction"<endrec>
"API","","937178622","ReverseTransaction"<endrec>
"API","","937182474","VoucherRedeeming"<endrec>
"API","","937182476","IMTHomeSendValidation"<endrec>
"API","","937182477","IMTHomeSendCredit"<endrec>
"API","","937182486","IMTHomeSendValidation"<endrec>
"API","","937182487","VoucherRedeeming"<endrec>
"API","","937182488","VoucherRedeeming"<endrec>
"API","","937182499","VoucherRedeeming"<endrec>
"API","","937183456","IMTHomeSendValidation"<endrec>
"API","","937183457","IMTHomeSendValidation"<endrec>
"API","","937183506","BillPaymentWithConfirmation"<endrec>
"API","","937183519","DirectTransfer"<endrec>
"API","","937183520","DirectTransfer"<endrec>
"API","","937183521","DirectTransfer"<endrec>
"API","","937183529","InNetTransaction"<endrec>
"API","","937190560","VoucherRedeeming"<endrec>
"API","","937190561","VoucherRedeeming"<endrec>
"API","","937190562","VoucherRedeeming"<endrec>
"API","","937197587","VoucherRedeeming"<endrec>
"API","","937197744","VoucherRedeeming"<endrec>
"API","","937197860","VoucherRedeeming"<endrec>
"API","","937198548","VoucherRedeeming"<endrec>
"API","","937198569","VoucherRedeeming"<endrec>
"API","","937198575","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937198576","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937198595","VoucherRedeeming"<endrec>
"API","","937198605","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937202534","VoucherRedeeming"<endrec>
"API","","937203569","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937203573","VoucherRedeeming"<endrec>
"API","","937205581","DirectTransfer"<endrec>
"API","","937205583","DirectTransfer"<endrec>
"API","","937205708","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937210608","DirectTransfer"<endrec>
"API","","937210619","DirectTransfer"<endrec>
"API","","937213622","VoucherRedeeming"<endrec>
"API","","937214622","FSISavingsDeposit"<endrec>
"API","","937214631","VoucherRedeeming"<endrec>
"API","","937214670","VoucherRedeeming"<endrec>
"API","","937215555","VoucherRedeeming"<endrec>
"API","","937215660","FSISavingsWithdraw"<endrec>
"API","","937215662","FSISavingsWithdraw"<endrec>
"API","","937216665","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937216667","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937217760","FSISavingsDeposit"<endrec>
"API","","937218627","VoucherRedeeming"<endrec>
"API","","937218707","VoucherRedeeming"<endrec>
"API","","937218746","VoucherRedeeming"<endrec>
"API","","937218748","VoucherRedeeming"<endrec>
"API","","937218852","VoucherRedeeming"<endrec>
"API","","937218975","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937218992","VoucherRedeeming"<endrec>
"API","","937219069","VoucherRedeeming"<endrec>
"API","","937219124","VoucherRedeeming"<endrec>
"API","","937219149","VoucherRedeeming"<endrec>
"API","","937219150","VoucherRedeeming"<endrec>
"API","","937219220","DirectTransfer"<endrec>
"API","","937219244","ReverseTransaction"<endrec>
"API","","937219255","FSISavingsWithdraw"<endrec>
"API","","937219260","VoucherRedeeming"<endrec>
"API","","937219268","VoucherRedeeming"<endrec>
"API","","937219309","VoucherRedeeming"<endrec>
"API","","937219327","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937219342","FSISavingsWithdraw"<endrec>
"API","","937219423","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937219429","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937219439","FSISavingsWithdraw"<endrec>
"API","","937219441","FSISavingsWithdraw"<endrec>
"API","","937219554","FSISavingsWithdraw"<endrec>
"API","","937219556","FSISavingsWithdraw"<endrec>
"API","","937220575","VoucherRedeeming"<endrec>
"API","","937220664","FSISavingsWithdraw"<endrec>
"API","","937220665","FSISavingsWithdraw"<endrec>
"API","","937220736","FSISavingsWithdraw"<endrec>
"API","","937220737","FSISavingsWithdraw"<endrec>
"API","","937220738","FSISavingsWithdraw"<endrec>
"API","","937232586","FSISavingsDeposit"<endrec>
"API","","937234560","FSISavingsDeposit"<endrec>
"API","","937235612","FSISavingsDeposit"<endrec>
"API","","937235613","FSISavingsDeposit"<endrec>
"API","","937243663","DirectTransfer"<endrec>
"API","","937243664","DirectTransfer"<endrec>
"API","","937243665","DirectTransfer"<endrec>
"API","","937243666","DirectTransfer"<endrec>
"API","","937243667","DirectTransfer"<endrec>
"API","","937243668","DirectTransfer"<endrec>
"API","","937243669","DirectTransfer"<endrec>
"API","","937243670","DirectTransfer"<endrec>
"API","","937243671","DirectTransfer"<endrec>
"API","","937243672","DirectTransfer"<endrec>
"API","","937243673","DirectTransfer"<endrec>
"API","","937243679","DirectTransfer"<endrec>
"API","","937243680","DirectTransfer"<endrec>
"API","","937244683","ReverseTransaction"<endrec>
"API","","937244684","ReverseTransaction"<endrec>
"API","","937244736","Transfer"<endrec>
"API","","937244737","Transfer"<endrec>
"API","","937244738","Transfer"<endrec>
"API","","937249760","DirectTransfer"<endrec>
"API","","937249775","DirectTransfer"<endrec>
"API","","937249777","DirectTransfer"<endrec>
"API","","937249785","DirectTransfer"<endrec>
"API","","937249786","DirectTransfer"<endrec>
"API","","937249791","DirectTransfer"<endrec>
"API","","937254683","DirectTransfer"<endrec>
"API","","937254688","DirectTransfer"<endrec>
"API","","937254689","DirectTransfer"<endrec>
"API","","937254696","IntraInterTransfer"<endrec>
"API","","937254697","IntraInterTransfer"<endrec>
"API","","937254699","IntraInterTransfer"<endrec>
"API","","937254733","DirectTransfer"<endrec>
"API","","937254735","DirectTransfer"<endrec>
"API","","937254746","IntraInterTransfer"<endrec>
"API","","937254750","DirectTransfer"<endrec>
"API","","937254795","DirectTransfer"<endrec>
"API","","937254797","DirectTransfer"<endrec>
"API","","937254814","IMTWU"<endrec>
"API","","937254919","IMTWU"<endrec>
"API","","937254928","IMTWU"<endrec>
"API","","937254929","QueryBalance"<endrec>
"API","","937254930","QueryBalance"<endrec>
"API","","937254931","IMTWU"<endrec>
"API","","937254932","QueryBalance"<endrec>
"API","","937254933","IMTWU"<endrec>
"API","","937254934","QueryBalance"<endrec>
"API","","937254941","ReverseTransaction"<endrec>
"API","","937254944","IMTWU"<endrec>
"API","","937254945","IMTWU"<endrec>
"API","","937255683","ReverseTransaction"<endrec>
"API","","937255721","VoucherRedeeming"<endrec>
"API","","937258822","FSISavingsWithdraw"<endrec>
"API","","937260695","FSISavingsWithdraw"<endrec>
"API","","937260696","FSISavingsWithdraw"<endrec>
"API","","937260698","FSISavingsWithdraw"<endrec>
"API","","937262777","IMTHomeSendValidation"<endrec>
"API","","937262778","IMTHomeSendValidation"<endrec>
"API","","937262785","DirectTransfer"<endrec>
"API","","937262868","IMTHomeSendCredit"<endrec>
"API","","937262901","Transfer"<endrec>
"API","","937263713","Transfer"<endrec>
"API","","937263721","Transfer"<endrec>
"API","","937267809","IntraInterTransfer"<endrec>
"API","","937267810","IntraInterTransfer"<endrec>
"API","","937267813","IntraInterTransfer"<endrec>
"API","","937268802","IntraInterTransfer"<endrec>
"API","","937268803","IntraInterTransfer"<endrec>
"API","","937269820","IntraInterTransfer"<endrec>
"API","","937279882","Voucher Issuing To Others"<endrec>
"API","","937279889","Voucher Issuing To Others"<endrec>
"API","","937280000","BillPaymentWithConfirmation"<endrec>
"API","","937280819","IntraInterTransfer"<endrec>
"API","","937284848","VoucherRedeeming"<endrec>
"API","","937284849","VoucherRedeeming"<endrec>
"API","","937287831","DirectTransfer"<endrec>
"API","","937287832","DirectTransfer"<endrec>
"API","","937287833","DirectTransfer"<endrec>
"API","","937287842","DirectTransfer"<endrec>
"API","","937287843","VoucherIssuing"<endrec>
"API","","937287844","VoucherIssuing"<endrec>
"API","","937287845","VoucherIssuing"<endrec>
"API","","937287846","VoucherIssuing"<endrec>
"API","","937287847","DirectTransfer"<endrec>
"API","","937287848","DirectTransfer"<endrec>
"API","","937287859","VoucherIssuing"<endrec>
"API","","937287860","VoucherIssuing"<endrec>
"API","","937287861","DirectTransfer"<endrec>
"API","","937287862","DirectTransfer"<endrec>
"API","","937287863","DirectTransfer"<endrec>
"API","","937288819","DirectTransfer"<endrec>
"API","","937288821","DirectTransfer"<endrec>
"API","","937288822","DirectTransfer"<endrec>
"API","","937288823","DirectTransfer"<endrec>
"API","","937288824","DirectTransfer"<endrec>
"API","","937288825","DirectTransfer"<endrec>
"API","","937300825","IntraInterTransfer"<endrec>
"API","","937302819","IntraInterTransfer"<endrec>
"API","","937302824","IntraInterTransfer"<endrec>
"API","","937302825","IntraInterTransfer"<endrec>
"API","","937304828","IntraInterTransfer"<endrec>
"API","","937304835","IntraInterTransfer"<endrec>
"API","","937305833","DirectTransfer"<endrec>
"API","","937305852","IntraInterTransfer"<endrec>
"API","","937306859","IntraInterTransfer"<endrec>
"API","","937306860","IntraInterTransfer"<endrec>
"API","","937306861","IntraInterTransfer"<endrec>
"API","","937306862","IntraInterTransfer"<endrec>
"API","","937306864","IntraInterTransfer"<endrec>
"API","","937308862","IntraInterTransfer"<endrec>
"API","","937308869","DirectTransfer"<endrec>
"API","","937308871","DirectTransfer"<endrec>
"API","","937309870","QueryBalance"<endrec>
"API","","937310853","QueryBalance"<endrec>
"API","","937313858","Transfer"<endrec>
"API","","937313862","Transfer"<endrec>
"API","","937314854","Transfer"<endrec>
"API","","937318872","BillPaymentWithConfirmation"<endrec>
"API","","937325900","DirectTransfer"<endrec>
"API","","937325901","DirectTransfer"<endrec>
"API","","937327891","FSISavingsDeposit"<endrec>
"API","","937327956","FSISavingsWithdraw"<endrec>
"API","","937329893","Transfer"<endrec>
"API","","937329899","DirectTransfer"<endrec>
"API","","937329931","DirectTransfer"<endrec>
"API","","937330969","IntraInterTransfer"<endrec>
"API","","937332894","QueryBalance"<endrec>
"API","","937332904","DirectTransfer"<endrec>
"API","","937335874","VoucherRedeeming"<endrec>
"API","","937335875","VoucherRedeeming"<endrec>
"API","","937335876","VoucherRedeeming"<endrec>
"API","","937338892","FSISavingsDeposit"<endrec>
"API","","937340902","InNetTransaction"<endrec>
"API","","937347907","VoucherRedeeming"<endrec>
"API","","937347964","FSIQueryEligibleCreditLimit"<endrec>
"API","","937352046","InNetTransaction"<endrec>
"API","","937352047","InNetTransaction"<endrec>
"API","","937356948","Transfer"<endrec>
"API","","937356953","Transfer"<endrec>
"API","","937358013","DirectTransfer"<endrec>
"API","","937358046","BillPaymentWithConfirmation"<endrec>
"API","","937359018","ActionWithAuthorizationProcess"<endrec>
"API","","937359019","Transfer"<endrec>
"API","","937359028","Transfer"<endrec>
"API","","937359029","BillPaymentWithConfirmation"<endrec>
"API","","937359030","Transfer"<endrec>
"API","","937359032","BillPaymentWithConfirmation"<endrec>
"API","","937359036","Transfer"<endrec>
"API","","937359037","BillPaymentWithConfirmation"<endrec>
"API","","937359058","IntraInterTransfer"<endrec>
"API","","937359059","IntraInterTransfer"<endrec>
"API","","937359070","InNetTransaction"<endrec>
"API","","937359075","InNetTransaction"<endrec>
"API","","937359078","InNetTransaction"<endrec>
"API","","937359099","InNetTransaction"<endrec>
"API","","937360012","Transfer"<endrec>
"API","","937360013","Transfer"<endrec>
"API","","937360040","BillPaymentWithConfirmation"<endrec>
"API","","937371578","Transfer"<endrec>
"API","","937371579","Transfer"<endrec>
"API","","937374458","IMTHomeSendCredit"<endrec>
"API","","937375484","BillPaymentWithConfirmation"<endrec>
"API","","937375485","FSISavingsDeposit"<endrec>
"API","","937375528","FSISavingsWithdraw"<endrec>
"API","","937376520","FSISavingsWithdraw"<endrec>
"API","","937376530","IntraInterTransfer"<endrec>
"API","","937376531","IntraInterTransfer"<endrec>
"API","","937376532","IntraInterTransfer"<endrec>
"API","","937376533","IntraInterTransfer"<endrec>
"API","","937376591","FSISavingsWithdraw"<endrec>
"API","","937377449","FSISavingsDeposit"<endrec>
"API","","937378451","ReverseTransaction"<endrec>
"API","","937381583","IntraInterTransfer"<endrec>
"API","","937381588","Transfer"<endrec>
"API","","937381590","FSISavingsWithdraw"<endrec>
"API","","937384572","Transfer"<endrec>
"API","","937384573","ActionWithAuthorizationProcess"<endrec>
"API","","937388576","InNetTransaction"<endrec>
"API","","937388577","InNetTransaction"<endrec>
"API","","937392743","IntraInterTransfer"<endrec>
"API","","937392754","IntraInterTransfer"<endrec>
"API","","937394921","FSISavingsDeposit"<endrec>
"API","","937396947","Transfer"<endrec>
"API","","937405007","VoucherRedeeming"<endrec>
"API","","937410030","IntraInterTransfer"<endrec>
"API","","937410034","Transfer"<endrec>
"API","","937411139","IMTHomeSendCredit"<endrec>
"API","","937411140","IMTHomeSendValidation"<endrec>
"API","","937411167","Transfer"<endrec>
"API","","937415154","IMTHomeSendCredit"<endrec>
"API","","937415155","IMTHomeSendCredit"<endrec>
"API","","937415160","IMTHomeSendCredit"<endrec>
"API","","937415191","IMTHomeSendCredit"<endrec>
"API","","937415210","Transfer"<endrec>
"API","","937415217","Transfer"<endrec>
"API","","937415224","IMTHomeSendCredit"<endrec>
"API","","937415226","IMTHomeSendCredit"<endrec>
"API","","937415227","IMTHomeSendCredit"<endrec>
"API","","937415231","IMTHomeSendValidation"<endrec>
"API","","937415240","IMTHomeSendValidation"<endrec>
"API","","937416077","IMTHomeSendCredit"<endrec>
"API","","937416083","Transfer"<endrec>
"API","","937416084","IMTHomeSendCredit"<endrec>
"API","","937416085","Transfer"<endrec>
"API","","937417087","FSISavingsWithdraw"<endrec>
"API","","937417160","VoucherRedeeming"<endrec>
"API","","937420155","FSISavingsWithdraw"<endrec>
"API","","937420156","FSISavingsWithdraw"<endrec>
"API","","937422150","Transfer"<endrec>
"API","","937422151","Transfer"<endrec>
"API","","937423152","Transfer"<endrec>
"API","","937423246","Transfer"<endrec>
"API","","937423255","Transfer"<endrec>
"API","","937423296","VoucherRedeeming"<endrec>
"API","","937423301","VoucherRedeeming"<endrec>
"API","","937423303","VoucherRedeeming"<endrec>
"API","","937427162","InNetTransaction"<endrec>
"API","","937428231","InNetTransaction"<endrec>
"API","","937430198","BillPaymentWithConfirmation"<endrec>
"API","","937430298","IMTHomeSendCredit"<endrec>
"API","","937433235","IMTHomeSendCredit"<endrec>
"API","","937436149","IMTHomeSendCredit"<endrec>
"API","","937437163","QueryBalance"<endrec>
"API","","937447241","VoucherRedeeming"<endrec>
"API","","937450290","IMTHomeSendCredit"<endrec>
"API","","937450292","IMTHomeSendValidation"<endrec>
"API","","937451275","FSISavingsWithdraw"<endrec>
"API","","937452277","InNetTransaction"<endrec>
"API","","937455394","IMTHomeSendCredit"<endrec>
"API","","937455398","IMTHomeSendValidation"<endrec>
"API","","937455401","IMTHomeSendValidation"<endrec>
"API","","937455402","IMTHomeSendCredit"<endrec>
"API","","937456310","InNetTransaction"<endrec>
"API","","937459316","InNetTransaction"<endrec>
"API","","937459359","IMTHomeSendCredit"<endrec>
"API","","937460328","VoucherRedeeming"<endrec>
"API","","937460329","VoucherRedeeming"<endrec>
"API","","937460330","VoucherRedeeming"<endrec>
"API","","937460334","VoucherRedeeming"<endrec>
"API","","937460389","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937460390","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937460391","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937460394","VoucherRedeeming"<endrec>
"API","","937460398","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937460399","VoucherRedeeming"<endrec>
"API","","937461319","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461325","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461332","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461333","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461334","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461335","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461336","VoucherRedeeming"<endrec>
"API","","937461337","VoucherRedeeming"<endrec>
"API","","937461338","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461339","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937461391","VoucherRedeeming"<endrec>
"API","","937461420","VoucherRedeeming"<endrec>
"API","","937461521","Transfer"<endrec>
"API","","937462333","IMTHomeSendCredit"<endrec>
"API","","937462335","IMTHomeSendCredit"<endrec>
"API","","937462336","IMTHomeSendCredit"<endrec>
"API","","937462422","Transfer"<endrec>
"API","","937462431","IntraInterTransfer"<endrec>
"API","","937462433","IntraInterTransfer"<endrec>
"API","","937462453","Transfer"<endrec>
"API","","937462472","Transfer"<endrec>
"API","","937462499","BillPaymentWithConfirmation"<endrec>
"API","","937462508","VoucherRedeeming"<endrec>
"API","","937462517","Transfer"<endrec>
"API","","937462535","QueryBalance"<endrec>
"API","","937462537","QueryBalance"<endrec>
"API","","937462538","QueryBalance"<endrec>
"API","","937462541","QueryBalance"<endrec>
"API","","937462559","VoucherRedeeming"<endrec>
"API","","937464323","FSIPayout"<endrec>
"API","","937468678","IMTHomeSendValidation"<endrec>
"API","","937468679","IMTHomeSendCredit"<endrec>
"API","","937468681","IMTHomeSendValidation"<endrec>
"API","","937468682","IMTHomeSendValidation"<endrec>
"API","","937468685","IMTHomeSendValidation"<endrec>
"API","","937468687","IMTHomeSendCredit"<endrec>
"API","","937469541","IMTHomeSendCredit"<endrec>
"API","","937469575","IMTHomeSendCredit"<endrec>
"API","","937469599","DirectTransfer"<endrec>
"API","","937470551","IMTHomeSendCredit"<endrec>
"API","","937470703","IMTHomeSendCredit"<endrec>
"API","","937470768","FSISavingsDepositWithConfirmMessage"<endrec>
"API","","937472560","BillPaymentWithConfirmation"<endrec>
"API","","937472562","FSISavingsWithdraw"<endrec>
"API","","937472563","FSISavingsDepositWithConfirmMessage"<endrec>
"API","","937473545","BillPaymentWithConfirmation"<endrec>
"API","","937473561","BillPaymentWithConfirmation"<endrec>
"API","","937473562","BillPaymentWithConfirmation"<endrec>
"API","","937474559","IMTHomeSendCredit"<endrec>
"API","","937475641","IMTHomeSendCredit"<endrec>
"API","","937475646","IMTHomeSendCredit"<endrec>
"API","","937475649","IMTHomeSendCredit"<endrec>
"API","","937476542","IMTHomeSendCredit"<endrec>
"API","","937476543","IMTHomeSendCredit"<endrec>
"API","","937476544","IMTHomeSendCredit"<endrec>
"API","","937477570","IMTHomeSendCredit"<endrec>
"API","","937482552","BillPaymentWithConfirmation"<endrec>
"API","","937483549","BillPaymentWithConfirmation"<endrec>
"API","","937483555","BillPaymentWithConfirmation"<endrec>
"API","","937483556","BillPayment"<endrec>
"API","","937483560","BillPaymentWithConfirmation"<endrec>
"API","","937483562","BillPaymentWithConfirmation"<endrec>
"API","","937483563","BillPaymentWithConfirmation"<endrec>
"API","","937486618","ReverseTransactionCheckDebitOrCredit"<endrec>
"API","","937486623","VoucherRedeeming"<endrec>
"API","","937486647","ReverseTransactionCheckDebitOrCredit"<endrec>
"API","","937486653","ReverseTransactionCheckDebitOrCredit"<endrec>
"API","","937489602","BillPaymentWithConfirmation"<endrec>
"API","","937490643","BillPayment"<endrec>
"API","","937494603","Transfer"<endrec>
"API","","937495627","BillPaymentWithConfirmation"<endrec>
"API","","937496672","BillPayment"<endrec>
"API","","937496741","VoucherRedeeming"<endrec>
"API","","937496743","VoucherRedeeming"<endrec>
"API","","937496747","VoucherRedeeming"<endrec>
"API","","937496748","VoucherRedeeming"<endrec>
"API","","937496749","VoucherRedeeming"<endrec>
"API","","937496750","VoucherRedeeming"<endrec>
"API","","937498761","VoucherRedeeming"<endrec>
"API","","937498781","BillPaymentWithConfirmation"<endrec>
"API","","937499726","QueryBalance"<endrec>
"API","","937499727","QueryBalance"<endrec>
"API","","937510169","VoucherRedeemingWithAPIConfirm"<endrec>
"API","","937510217","Transfer"<endrec>
"API","","937510219","Transfer"<endrec>
"API","","937510223","Transfer"<endrec>
"API","","937510224","Transfer"<endrec>
"API","","937510310","FSISavingsWithdraw"<endrec>
"API","","937515892","FSISavingsWithdraw"<endrec>
"API","","937532891","Transfer"<endrec>
"API","","937532897","VoucherIssuing"<endrec>
"API","","937532920","IMTHomeSendCredit"<endrec>
"API","","937533730","VoucherIssuing"<endrec>
"API","","937536758","VoucherRedeeming"<endrec>
"API","","937537803","IMTHomeSendValidation"<endrec>
"API","","937537804","IMTWU"<endrec>
"API","","937544728","IMTHomeSendCredit"<endrec>
"API","","937544729","IMTHomeSendCredit"<endrec>
"API","","937544732","IMTHomeSendCredit"<endrec>
"API","","937544755","IMTHomeSendCredit"<endrec>
"API","","937544759","IMTHomeSendCredit"<endrec>
"API","","937544774","IMTHomeSendCredit"<endrec>
"API","","937544779","IMTHomeSendCredit"<endrec>
"API","","937544781","BillPaymentWithConfirmation"<endrec>
"API","","937544783","BillPaymentWithConfirmation"<endrec>
"API","","937544821","ReverseTransaction"<endrec>
"API","","937555729","IMTWU"<endrec>
"API","","937556727","IMTWU"<endrec>
"API","","937566847","FSISavingsWithdraw"<endrec>
"API","","937566850","FSISavingsWithdraw"<endrec>
"API","","937566852","FSISavingsWithdraw"<endrec>
"API","","937566891","Charge for Pre-Validation"<endrec>
"API","","937566893","Charge for Pre-Validation"<endrec>
"API","","937567769","Transfer"<endrec>
"API","","937567771","Transfer"<endrec>
"API","","937567780","Transfer"<endrec>
"API","","937571753","BillPayment"<endrec>
"API","","937572762","BillPayment"<endrec>
"API","","937572769","BillPayment"<endrec>
"API","","937572775","BillPayment"<endrec>
"API","","937572785","Transfer"<endrec>
"API","","937573761","QueryBalance"<endrec>
"API","","937573766","BillPaymentWithConfirmation"<endrec>
"API","","937573767","BillPaymentWithConfirmation"<endrec>
"API","","937582759","FSISavingsDeposit"<endrec>
"API","","937585801","DirectTransfer"<endrec>
"API","","937585803","Transfer"<endrec>
"API","","937585808","DirectTransfer"<endrec>
"API","","937585811","DirectTransfer"<endrec>
"API","","937585815","DirectTransfer"<endrec>
"API","","937585866","FSISavingsDeposit"<endrec>
"API","","937586772","InNetTransaction"<endrec>
"API","","937587760","InNetTransaction"<endrec>
"API","","937587766","InNetTransaction"<endrec>
"API","","937589766","QueryBalance"<endrec>
"API","","937589773","FSISavingsDeposit"<endrec>
"API","","937589774","FSISavingsDeposit"<endrec>
"API","","937589777","FSISavingsDeposit"<endrec>
"API","","937589778","FSISavingsDeposit"<endrec>
"API","","937589792","QueryBalance"<endrec>
"API","","937594761","VoucherRedeeming"<endrec>
"API","","937594766","DirectTransfer"<endrec>
"API","","937594803","DirectTransfer"<endrec>
"API","","937594804","DirectTransfer"<endrec>
