ACCT_TYPE_ID,APPLY_TIME,CREATE_OPER_ID,CREATE_OPER_TIME,EXPIRE_TIME,IDENTITY_ID,IDENTITY_TYPE,LAST_OPER_ID,LAST_OPER_TIME,LOAD_DATA_TS,RULE_PROFILE_DESC,RULE_PROFILE_ID,RULE_PROFILE_NAME,RULE_PROFILE_TYPE,STATUS,UNIQUE_ID                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           <endrec>
"0","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 07:48:59.020000","2099-12-31 23:59:59.000000","","1000","203000000000010005","2014-03-25 09:02:03.575000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30003215"<endrec>
"10011","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 08:25:17.581000","2099-12-31 23:59:59.000000","","1000","203000000000010005","2014-03-25 08:54:58.401000","","Customer Account Rule Profile Tier 1","13","Customer Account Rule Profile Tier 1","1","50","30003223"<endrec>
"10011","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 08:54:34.270000","2099-12-31 23:59:59.000000","","1000","203000000000010005","2014-03-25 09:14:35.567000","","Customer Account Rule Profile Tier 1","13","Customer Account Rule Profile Tier 1","1","50","30003231"<endrec>
"0","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 09:01:58.090000","2099-12-31 23:59:59.000000","","1000","203000000000010002","2014-04-14 10:41:03.913000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30003234"<endrec>
"10011","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 09:10:47.400000","2099-12-31 23:59:59.000000","","1000","203000000000010002","2014-04-04 10:50:49.844000","","Customer Account Rule Profile Tier 1","13","Customer Account Rule Profile Tier 1","1","50","30003238"<endrec>
"10011","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 09:13:21.916000","2099-12-31 23:59:59.000000","","1000","203000000000010002","2014-04-04 10:50:47.473000","","Customer Account Rule Profile Tier 2","14","Customer Account Rule Profile Tier 2","1","50","30003239"<endrec>
"10011","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 09:13:50.483000","2099-12-31 23:59:59.000000","","1000","203000000000010002","2014-04-04 10:50:47.750000","","Customer Account Rule Profile Tier 3","15","Customer Account Rule Profile Tier 3","1","50","30003240"<endrec>
"10013","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 10:51:04.791000","2099-12-31 23:59:59.000000","","5000","203000000000010031","2014-06-04 02:35:11.847000","","H/O Float Account Rule Profile","16","H/O Float Account Rule Profile","1","50","30003257"<endrec>
"10013","2014-03-25 00:00:00.000000","203000000000010005","2014-03-25 11:23:59.119000","2099-12-31 23:59:59.000000","","5000","203000000000010005","2014-03-26 03:49:43.413000","","Band A Store Float Account Rule Profile","18","Band A Store Float Account Rule Profile","1","50","30003268"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:42:37.016000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:03.673000","","Band B Store Float Account Rule Profile","1012","Band B Store Float Account Rule Profile","1","50","30004000"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:44:41.361000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:03.447000","","Band C Store Float Account Rule Profile","1013","Band C Store Float Account Rule Profile","1","50","30004001"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:45:37.147000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:03.222000","","Band D Store Float Account Rule Profile","1014","Band D Store Float Account Rule Profile","1","50","30004002"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:46:13.745000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:02.971000","","Band E Store Float Account Rule Profile","1015","Band E Store Float Account Rule Profile","1","50","30004003"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:47:02.548000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:02.716000","","Band F Store Float Account Rule Profile","1016","Band F Store Float Account Rule Profile","1","50","30004004"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:47:50.097000","2115-03-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:02.248000","","Band G Store Float Account Rule Profile","1017","Band G Store Float Account Rule Profile","1","50","30004005"<endrec>
"10013","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 03:49:32.407000","2099-12-31 23:59:59.000000","","5000","203000000000010002","2014-04-14 10:41:02.493000","","Band A Store Float Account Rule Profile","18","Band A Store Float Account Rule Profile","1","50","30004006"<endrec>
"10012","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 04:04:14.340000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-29 11:16:34.149000","","Default Store MMF Account Rules","1018","Default Store MMF Account Rules","1","50","30004015"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 04:26:22.980000","2099-12-31 23:59:59.000000","","5000","203000000000010005","2014-03-26 04:26:38.929000","","Default Agency Organization Rule profile","1019","Default Agency Organization Rule profile","0","30","30004023"<endrec>
"10012","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 04:46:29.975000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-29 10:22:03.165000","","Default MMF Account Rules","1020","Default MMF Account Rules","1","50","30004033"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 05:24:11.757000","2099-12-31 23:59:59.000000","","5000","203000000000010005","2014-03-26 10:35:33.081000","","Default C2B Organization Rules","1021","Default C2B Organization Rules","0","30","30004039"<endrec>
"10015","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 05:47:21.462000","2099-12-31 23:59:59.000000","","5000","203000000000011203","2015-09-29 10:45:04.260000","","Default Business Utility Account Rules","1022","Default Business Utility Account Rules","1","50","30004054"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 05:51:00.762000","2099-12-31 23:59:59.000000","","5000","203000000000017402","2017-01-26 08:01:47.128000","","Default B2C Organization Rules","1023","Default B2C Organization Rules","0","50","30004057"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 08:33:29.536000","2099-12-31 23:59:59.000000","","5000","203000000000017402","2017-01-31 06:45:22.908000","","Default Merchant Organization Rules","1024","Default Merchant Organization Rules","0","50","30004104"<endrec>
"10022","2014-10-31 00:00:00.000000","203000000000010005","2014-03-26 08:54:14.765000","2099-12-31 23:59:59.000000","","5000","203000000000013020","2017-08-14 17:02:27.334000","","Default Merchant Account Rules","1025","Default Merchant Account Rules","1","50","30004111"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 10:17:13.621000","2099-12-31 23:59:59.000000","","3000","203000000000010164","2014-12-12 18:59:38.536000","","Default Primary Assistant Rules","2012","Default Primary Assistant Rules","0","50","30005001"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 10:35:09.101000","2099-12-31 23:59:59.000000","","3000","203000000000010031","2014-05-22 03:13:38.747000","","Default Assistant Rules","2013","Default Assistant Rules","0","50","30005009"<endrec>
"0","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 10:56:37.126000","2099-12-31 23:59:59.000000","","3000","203000000000010289","2015-04-26 22:22:56.525000","","Default H/O Assistant Rules","2014","Default H/O Assistant Rules","0","50","30005020"<endrec>
"10011","2014-03-26 00:00:00.000000","203000000000010005","2014-03-26 11:09:44.691000","2099-12-31 23:59:59.000000","","5000","203000000000010005","2014-03-26 11:09:50.467000","","Default MNO Account Rules","2016","Default MNO Account Rules","1","30","30005024"<endrec>
"10011","2014-04-04 00:00:00.000000","203000000000010002","2014-04-04 10:47:22.474000","2099-12-31 23:59:59.000000","","1000","203000000000010031","2014-06-17 22:57:42.718000","","Customer Account Rule Profile Tier 1","13","Customer Account Rule Profile Tier 1","1","50","30013140"<endrec>
"10011","2014-04-04 00:00:00.000000","203000000000010002","2014-04-04 10:47:58.447000","2099-12-31 23:59:59.000000","","1000","203000000000010031","2014-06-18 00:07:26.305000","","Customer Account Rule Profile Tier 3","15","Customer Account Rule Profile Tier 3","1","50","30013141"<endrec>
"10011","2014-04-04 00:00:00.000000","203000000000010002","2014-04-04 10:48:27.960000","2099-12-31 23:59:59.000000","","1000","203000000000010031","2014-06-18 00:04:42.362000","","Customer Account Rule Profile Tier 2","14","Customer Account Rule Profile Tier 2","1","50","30013142"<endrec>
"0","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:25:49.826000","2099-12-31 23:59:59.000000","","1000","203000000000010006","2014-04-22 10:25:00.712000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30015726"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:26:38.756000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-06 05:41:44.573000","","Band B Store Float Account Rule Profile","1012","Band B Store Float Account Rule Profile","1","50","30015727"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:27:13.473000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-06 05:46:24.174000","","Band C Store Float Account Rule Profile","1013","Band C Store Float Account Rule Profile","1","50","30015728"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:27:43.186000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-06 05:46:46.833000","","Band D Store Float Account Rule Profile","1014","Band D Store Float Account Rule Profile","1","50","30015729"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:28:11.156000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-05 11:21:25.234000","","Band E Store Float Account Rule Profile","1015","Band E Store Float Account Rule Profile","1","50","30015730"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:32:52.840000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-05 12:07:04.994000","","Band F Store Float Account Rule Profile","1016","Band F Store Float Account Rule Profile","1","50","30015731"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:33:36.422000","2115-03-31 23:59:59.000000","","5000","203000000000016421","2017-01-06 04:37:26.859000","","Band G Store Float Account Rule Profile","1017","Band G Store Float Account Rule Profile","1","50","30015732"<endrec>
"10013","2014-04-14 00:00:00.000000","203000000000010002","2014-04-14 10:34:00.532000","2099-12-31 23:59:59.000000","","5000","203000000000010809","2015-09-02 14:38:00.739000","","Band A Store Float Account Rule Profile","18","Band A Store Float Account Rule Profile","1","50","30015733"<endrec>
"0","2014-04-21 00:00:00.000000","203000000000010006","2014-04-21 23:13:34.446000","2099-12-31 23:59:59.000000","","1000","203000000000010030","2014-05-20 00:24:44.523000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30028241"<endrec>
"0","2014-05-20 00:00:00.000000","203000000000010030","2014-05-20 00:21:04.606000","2015-05-20 23:59:59.000000","","1000","203000000000010031","2014-06-19 02:02:14.073000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30046248"<endrec>
"0","2014-05-22 00:00:00.000000","203000000000010031","2014-05-22 03:13:21.044000","2099-12-31 23:59:59.000000","","3000","203000000000010031","2014-06-04 02:37:39.040000","","Default Assistant Rules","2013","Default Assistant Rules","0","50","30050248"<endrec>
"10011","2014-05-22 00:00:00.000000","203000000000010031","2014-05-22 03:17:36.835000","2094-05-31 23:59:59.000000","","1000","203000000000010031","2014-05-22 03:18:03.919000","","Unregistered Customer Account Rule Profile","6018","Unregistered Customer Account Rule Profile","1","30","30050249"<endrec>
"10013","2014-06-04 00:00:00.000000","203000000000010031","2014-06-04 02:34:52.387000","2099-12-31 23:59:59.000000","","5000","203000000000016421","2017-01-06 09:33:01.256000","","H/O Float Account Rule Profile","16","H/O Float Account Rule Profile","1","50","30058324"<endrec>
"0","2014-06-04 00:00:00.000000","203000000000010031","2014-06-04 02:37:23.231000","2099-12-31 23:59:59.000000","","3000","203000000000010164","2014-12-12 18:59:02.617000","","Default Assistant Rules","2013","Default Assistant Rules","0","50","30058325"<endrec>
"0","2014-06-06 00:00:00.000000","203000000000010031","2014-06-06 01:48:36.535000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-02 15:35:14.416000","","Default Organization Rule Profile- Level 2","7019","Default Organization Rule Profile-Level 2","0","50","30059353"<endrec>
"0","2014-06-06 00:00:00.000000","203000000000010031","2014-06-06 02:14:35.628000","2099-12-31 23:59:59.000000","","5000","203000000000010036","2014-07-02 15:35:12.437000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30059354"<endrec>
"10011","2014-06-17 00:00:00.000000","203000000000010031","2014-06-17 22:57:27.103000","2099-12-31 23:59:59.000000","","1000","203000000000010164","2015-01-09 16:42:11.881000","","Customer Account Rule Profile Tier 1","13","Customer Account Rule Profile Tier 1","1","50","30068463"<endrec>
"10011","2014-06-18 00:00:00.000000","203000000000010031","2014-06-17 22:59:46.043000","2015-06-18 23:59:59.000000","","1000","203000000000010164","2015-01-09 16:43:16.941000","","Customer Account Rule Profile Tier 2","14","Customer Account Rule Profile Tier 2","1","50","30068464"<endrec>
"10011","2014-06-18 00:00:00.000000","203000000000010031","2014-06-18 00:07:07.231000","2099-12-31 23:59:59.000000","","1000","203000000000010164","2015-01-09 16:44:37.140000","","Customer Account Rule Profile Tier 3","15","Customer Account Rule Profile Tier 3","1","50","30068465"<endrec>
"0","2014-06-19 00:00:00.000000","203000000000010031","2014-06-19 02:01:52.441000","2015-05-20 23:59:59.000000","","1000","203000000000010031","2014-06-19 02:10:41.478000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30069466"<endrec>
"0","2014-06-19 00:00:00.000000","203000000000010031","2014-06-19 02:10:00.212000","2015-05-20 23:59:59.000000","","1000","203000000000010031","2014-06-19 17:25:07.557000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30069467"<endrec>
"0","2014-06-19 00:00:00.000000","203000000000010031","2014-06-19 17:24:46.035000","2015-05-20 23:59:59.000000","","1000","203000000000010036","2014-07-08 18:20:07.077000","","Customer Default Rule Profile","12","Customer Default Rule Profile","0","50","30069468"<endrec>
"0","2014-07-02 00:00:00.000000","203000000000010036","2014-07-02 15:31:07.809000","2099-12-31 23:59:59.000000","","5000","203000000000010133","2014-10-01 15:49:49.311000","","Default Organization Rule Profile-Level 1","7020","Default Organization Rule Profile-Level 1","0","50","30071521"<endrec>
